feature_id,return_period_2,return_period_5,return_period_10,return_period_25,return_period_50,return_period_100
17610919,247.45,781.7,1135.43,1582.36,1913.91,2243.02
18988606,479.66,966.62,1289.03,1696.4,1998.6,2298.58
18548516,4359.44,6385.71,7727.29,9422.37,10679.88,11928.1
16812461,19.03,64.94,95.34,133.74,162.23,190.51
2367166,54.48,93.37,119.11,151.64,175.77,199.72
250456,72.87,142.68,188.9,247.3,290.62,333.62
6117292,154.15,248.41,310.81,389.66,448.16,506.22
5525639,67.0,273.58,410.36,583.18,711.38,838.64
19722609,245.12,402.45,506.62,638.24,735.88,832.8
2629938,0.08,0.24,0.34,0.48,0.58,0.67
8607409,0.55,0.94,1.19,1.51,1.75,1.99
947577,9.34,22.82,31.75,43.02,51.39,59.69
22070016,16.75,35.74,48.32,64.2,75.99,87.69
10373692,40.31,59.35,71.95,87.87,99.68,111.41
8450600,34.98,77.18,105.13,140.44,166.63,192.63
15605376,155.4,232.49,283.53,348.02,395.86,443.35
14206348,164.32,248.56,304.34,374.81,427.1,478.99
414275,287.77,447.75,553.66,687.49,786.77,885.32
3644456,670.05,1218.15,1581.04,2039.56,2379.71,2717.36
23871899,928.02,1356.19,1639.68,1997.86,2263.58,2527.34
7732311,1.08,1.79,2.27,2.86,3.3,3.74
23551774,4.72,7.96,10.11,12.82,14.84,16.84
12163856,16.48,27.13,34.19,43.1,49.72,56.28
2161828,6.08,27.89,42.33,60.58,74.11,87.55
6128297,32.27,48.88,59.87,73.77,84.07,94.3
5457710,21.43,63.48,91.32,126.49,152.59,178.49
19392654,61.52,114.22,149.11,193.19,225.89,258.35
487460,84.62,132.31,163.89,203.79,233.39,262.77
10782860,79.35,134.83,171.56,217.98,252.41,286.59
23989319,99.17,204.46,274.18,362.26,427.61,492.47
24255219,146.23,258.32,332.53,426.29,495.85,564.89
4652046,178.16,312.14,400.84,512.92,596.07,678.6
6333628,222.1,328.9,399.61,488.94,555.22,621.01
13534209,147.4,340.79,468.83,630.61,750.63,869.76
24184848,245.71,384.96,477.16,593.65,680.07,765.85
23809158,332.98,478.97,575.63,697.76,788.36,878.3
11687638,3.16,6.29,8.36,10.98,12.92,14.85
20803573,32.05,65.37,87.43,115.31,135.98,156.51
12034339,107.87,191.52,246.9,316.88,368.79,420.32
8783339,113.14,226.91,302.24,397.41,468.02,538.1
8271875,131.78,227.45,290.79,370.82,430.19,489.12
1050623,312.02,499.97,624.42,781.65,898.3,1014.08
8203373,241.52,569.85,787.23,1061.9,1265.66,1467.92
17625349,281.17,726.48,1021.32,1393.85,1670.21,1944.53
23559953,1718.89,2439.14,2916.01,3518.54,3965.53,4409.22
1529459,1.14,1.51,1.76,2.08,2.32,2.55
11689198,15.23,22.98,28.12,34.6,39.41,44.19
6129689,27.92,41.35,50.25,61.48,69.82,78.1
8401785,36.77,63.07,80.48,102.48,118.8,135.0
6334120,41.4,74.82,96.95,124.91,145.65,166.24
18385551,68.01,104.9,129.32,160.18,183.08,205.8
23880874,644.03,869.86,1019.38,1208.31,1348.46,1487.58
19619592,16.74,28.16,35.72,45.28,52.37,59.4
24092188,24.41,46.12,60.49,78.64,92.11,105.48
3822821,22.39,48.23,65.34,86.95,102.98,118.9
9747396,37.08,65.38,84.11,107.78,125.34,142.77
1468264,33.22,70.26,94.79,125.79,148.78,171.6
9699875,64.31,100.14,123.86,153.83,176.06,198.13
6460241,86.47,179.62,241.3,319.23,377.04,434.42
19752425,177.71,298.41,378.32,479.28,554.19,628.54
9224643,164.44,312.21,410.05,533.67,625.38,716.41
8547581,194.32,344.9,444.6,570.57,664.03,756.79
20890375,256.6,466.19,604.96,780.29,910.36,1039.47
21876017,1285.62,1824.38,2181.09,2631.79,2966.15,3298.04
11689424,13.09,24.11,31.41,40.63,47.47,54.25
5845396,18.99,29.15,35.87,44.36,50.66,56.92
6009232,42.15,70.97,90.05,114.15,132.04,149.79
24255169,56.23,97.33,124.55,158.93,184.44,209.76
1128207,129.7,251.04,331.38,432.89,508.19,582.94
18415029,153.58,253.31,319.34,402.77,464.67,526.1
10828654,113.86,364.47,530.39,740.04,895.57,1049.94
25243939,327.86,483.62,586.74,717.04,813.7,909.65
20642190,0.0,0.0,0.0,0.0,0.0,0.0
2885330,2.6,4.06,5.04,6.26,7.17,8.08
6587219,3.87,10.25,14.47,19.81,23.76,27.69
13154265,15.1,20.69,24.39,29.06,32.53,35.98
16698495,12.9,28.11,38.19,50.91,60.36,69.73
3808829,49.68,77.57,96.03,119.36,136.67,153.84
5523974,48.09,115.41,159.98,216.3,258.08,299.55
16949882,85.5,166.28,219.76,287.33,337.46,387.21
21770993,111.72,217.59,287.68,376.24,441.94,507.15
3122466,39.58,324.2,512.64,750.73,927.36,1102.69
2572260,138.5,365.54,515.86,705.8,846.7,986.56
3561878,432.37,652.36,798.02,982.05,1118.58,1254.1
15994940,0.0,0.6,0.99,1.5,1.87,2.24
8009239,3.3,7.24,9.85,13.16,15.6,18.03
6174422,24.76,39.25,48.85,60.98,69.98,78.91
6089027,29.41,49.77,63.24,80.27,92.9,105.43
17596111,24.48,60.53,84.39,114.55,136.92,159.12
1032315,71.84,124.25,158.95,202.79,235.31,267.59
6495864,96.73,161.32,204.09,258.13,298.22,338.01
229677,81.64,165.93,221.73,292.24,344.55,396.47
15626425,134.33,228.26,290.45,369.02,427.32,485.18
18565921,161.17,299.66,391.35,507.21,593.16,678.47
5966418,168.21,359.57,486.27,646.35,765.11,882.99
16133019,4.16,9.93,13.75,18.58,22.16,25.72
20017399,2.57,20.89,33.02,48.34,59.71,70.99
4548546,62.8,113.13,146.45,188.56,219.79,250.8
5781223,61.74,116.41,152.61,198.35,232.28,265.96
11688932,4.82,11.7,16.26,22.02,26.29,30.53
18865300,18.48,60.65,88.58,123.87,150.04,176.03
1270482,22.12,70.53,102.59,143.08,173.13,202.95
23512736,43.2,74.03,94.44,120.23,139.36,158.35
16802007,51.02,150.29,216.02,299.07,360.68,421.83
1440183,87.87,161.75,210.67,272.48,318.33,363.84
6126439,104.36,163.92,203.35,253.18,290.14,326.83
1320238,114.25,175.49,216.03,267.26,305.27,342.99
332712,73.99,179.27,248.97,337.04,402.37,467.22
8009213,150.33,287.83,378.86,493.88,579.21,663.91
7362777,287.04,524.48,681.68,880.3,1027.65,1173.91
15274896,303.67,545.9,706.27,908.91,1059.24,1208.46
6731257,400.64,750.46,982.07,1274.71,1491.81,1707.31
4765354,9.72,27.05,38.52,53.02,63.77,74.44
2047815,105.13,193.68,252.3,326.38,381.33,435.88
2323396,148.01,283.08,372.51,485.5,569.33,652.53
2133672,197.34,345.31,443.28,567.06,658.89,750.04
8205291,169.87,535.92,778.27,1084.48,1311.64,1537.13
19088319,38774.09,51354.16,59683.26,70207.1,78014.29,85763.82
1332750,19.96,30.24,37.04,45.63,52.01,58.34
940210142,19.16,54.82,78.43,108.26,130.4,152.37
14364042,46.29,85.67,111.73,144.67,169.11,193.36
6781041,71.95,100.68,119.7,143.74,161.57,179.27
6981152,76.69,202.77,286.24,391.72,469.96,547.63
2047911,121.86,220.5,285.8,368.31,429.52,490.28
13296176,171.56,303.74,391.26,501.84,583.87,665.3
5924924,217.74,415.83,546.98,712.7,835.63,957.66
8272297,717.0,1255.98,1612.83,2063.72,2398.21,2730.23
14440046,8.37,21.12,29.56,40.22,48.14,55.99
5909157,8.99,21.52,29.81,40.29,48.06,55.78
18566335,17.48,30.45,39.05,49.9,57.96,65.95
4104611,17.91,40.36,55.22,74.0,87.93,101.75
8433400,23.16,54.28,74.88,100.91,120.23,139.4
8611935,34.01,59.95,77.12,98.82,114.92,130.9
22455729,6.07,110.14,179.04,266.1,330.68,394.79
6269146,95.13,217.93,299.24,401.98,478.19,553.84
23936033,125.4,250.91,334.0,439.0,516.89,594.2
1356774,242.72,319.25,369.92,433.94,481.43,528.58
18975463,410.94,887.58,1203.16,1601.89,1897.69,2191.31
19014499,0.12,0.37,0.53,0.74,0.9,1.05
17835116,1.41,2.93,3.93,5.19,6.13,7.06
1327445,12.01,18.94,23.53,29.32,33.62,37.89
11012797,8.59,24.05,34.29,47.22,56.81,66.33
23719315,14.85,25.07,31.84,40.4,46.75,53.04
17665649,4.17,26.71,41.64,60.49,74.48,88.37
16808391,7.52,43.79,67.8,98.14,120.65,142.99
16907019,68.96,148.57,201.28,267.88,317.28,366.32
15588140,86.04,150.55,193.26,247.22,287.25,326.98
12193956,160.55,249.17,307.85,381.99,436.99,491.59
5878731,2.45,3.74,4.6,5.68,6.49,7.28
4187863,3.15,6.67,9.0,11.95,14.14,16.31
4709486,5.54,16.99,24.57,34.15,41.25,48.31
23287111,12.78,23.83,31.15,40.39,47.25,54.05
8932212,25.66,69.42,98.4,135.02,162.18,189.14
3882442,44.3,77.38,99.28,126.95,147.47,167.85
19417329,121.53,175.36,211.0,256.03,289.44,322.6
4754050,171.35,269.88,335.12,417.54,478.69,539.39
15748460,174.6,299.12,381.56,485.73,563.0,639.71
255558,250.63,465.57,607.89,787.7,921.09,1053.5
3910567,14.34,24.42,31.09,39.52,45.77,51.98
13293554,9.04,27.22,39.25,54.46,65.74,76.94
18272094,25.39,50.79,67.62,88.87,104.64,120.29
1984358,71.08,140.56,186.56,244.69,287.81,330.61
17324499,67.92,164.22,227.99,308.55,368.32,427.64
8126619,124.71,199.83,249.57,312.41,359.03,405.3
3285802,125.53,250.22,332.78,437.1,514.48,591.3
15371560,135.36,287.79,388.71,516.22,610.82,704.72
2277053,209.71,425.98,569.17,750.1,884.31,1017.54
5055431,227.28,467.41,626.4,827.28,976.3,1124.23
166743979,234.76,521.28,710.99,950.68,1128.5,1305.0
1293010,569.54,923.49,1157.84,1453.94,1673.61,1891.65
2232693,1101.5,1820.89,2297.19,2898.99,3345.44,3788.6
4261972,0.0,0.0,0.0,0.0,0.0,0.0
10737511,0.68,0.7,0.72,0.74,0.75,0.76
16906283,16.08,32.85,43.95,57.98,68.39,78.72
16699533,8.59,43.56,66.71,95.96,117.66,139.2
4947387,99.62,162.48,204.09,256.68,295.69,334.41
10518518,83.58,213.89,300.16,409.17,490.04,570.31
8271445,500.48,864.31,1105.19,1409.55,1635.34,1859.46
6745906,1156.43,1799.1,2224.6,2762.23,3161.07,3556.96
10246713,2.8,12.51,18.94,27.06,33.09,39.07
8935152,7.76,20.73,29.31,40.16,48.21,56.2
2604975,16.45,30.89,40.45,52.53,61.5,70.4
23080732,77.7,127.12,159.84,201.19,231.86,262.3
2047963,129.14,226.69,291.28,372.89,433.43,493.52
18819832,173.37,372.17,503.8,670.1,793.48,915.94
15363885,340.09,551.83,692.02,869.15,1000.55,1130.99
7548159,1230.19,2434.53,3231.91,4239.4,4986.81,5728.71
18134412,1786.06,2629.03,3187.15,3892.34,4415.49,4934.77
11049744,5.48,12.36,16.92,22.67,26.94,31.18
10024988,5.44,12.58,17.31,23.29,27.72,32.12
10349360,10.19,20.8,27.82,36.7,43.29,49.82
8724303,50.52,97.57,128.71,168.07,197.26,226.24
21476368,54.55,108.53,144.27,189.43,222.93,256.19
23003993,67.89,112.79,142.52,180.08,207.95,235.61
18107208,206.23,347.78,441.5,559.91,647.76,734.96
21456438,262.14,526.38,701.33,922.38,1086.37,1249.14
5581199,262.84,555.17,748.71,993.25,1174.66,1354.74
2603023,296.6,597.02,795.92,1047.24,1233.67,1418.74
6720973,3.93,6.84,8.77,11.21,13.02,14.81
24293772,5.27,8.36,10.41,13.0,14.92,16.83
7672930,18.68,30.47,38.27,48.13,55.45,62.71
5876155,47.83,78.22,98.34,123.76,142.61,161.33
8588914,299.0,445.36,542.26,664.7,755.53,845.69
3624315,5.66,11.27,14.99,19.68,23.16,26.62
5878903,10.89,16.72,20.59,25.47,29.09,32.68
6261576,14.82,25.47,32.53,41.44,48.06,54.62
12992931,35.39,58.31,73.49,92.67,106.9,121.03
4599753,43.69,74.77,95.34,121.34,140.63,159.77
390946,31.43,95.61,138.1,191.79,231.62,271.16
6249688,70.74,126.27,163.03,209.49,243.95,278.16
946050091,126.64,269.15,363.5,482.71,571.15,658.93
4586326,183.19,345.55,453.05,588.87,689.63,789.65
1468280,208.61,599.35,858.06,1184.93,1427.42,1668.12
630159,547.71,919.39,1165.48,1476.41,1707.07,1936.04
23772727,736.18,1039.3,1239.99,1493.56,1681.68,1868.4
1327447,4.6,6.95,8.5,10.47,11.92,13.37
16933128,12.98,23.03,29.69,38.1,44.34,50.53
4508450,65.0,123.69,162.55,211.65,248.07,284.23
9249426,191.31,325.26,413.95,526.0,609.13,691.65
21771103,157.21,373.13,516.08,696.7,830.7,963.71
24383025,289.0,375.89,433.42,506.11,560.03,613.55
16906265,3.09,10.5,15.4,21.6,26.2,30.76
19777307,6.23,13.76,18.75,25.05,29.73,34.37
9868108,17.82,30.46,38.83,49.4,57.25,65.03
1446926,16.27,32.35,42.99,56.45,66.43,76.33
6330976,35.9,56.01,69.33,86.15,98.63,111.02
15594723,25.77,61.94,85.89,116.15,138.59,160.88
10274468,61.11,91.8,112.12,137.79,156.83,175.74
7952754,44.92,93.9,126.34,167.31,197.71,227.89
22524845,147.26,391.86,553.81,758.43,910.23,1060.9
2747410,222.7,415.92,543.84,705.47,825.38,944.41
19791955,297.86,514.78,658.41,839.88,974.5,1108.13
18976333,529.64,1137.75,1540.37,2049.08,2426.47,2801.08
2235931,1171.91,1927.53,2427.81,3059.93,3528.86,3994.34
21476262,0.0,0.01,0.01,0.02,0.02,0.02
6010012,16.9,31.29,40.82,52.85,61.78,70.65
904030532,18.27,31.65,40.51,51.71,60.01,68.26
11879852,57.27,98.91,126.47,161.31,187.15,212.8
10163886,56.96,110.85,146.53,191.61,225.06,258.26
19960370,69.01,132.49,174.52,227.63,267.03,306.13
880196,157.1,253.54,317.4,398.08,457.93,517.35
6979048,116.67,321.5,457.12,628.47,755.59,881.76
4867791,249.6,440.43,566.78,726.43,844.86,962.42
23637700,403.68,690.31,880.09,1119.88,1297.77,1474.34
20907011,367.44,690.63,904.6,1174.96,1375.52,1574.61
10222194,1587.69,2151.15,2524.21,2995.57,3345.25,3692.35
3727857,1306.33,2194.16,2781.98,3524.69,4075.67,4622.59
465518,6901.41,9052.33,10476.43,12275.78,13610.64,14935.64
4508968,2.55,4.3,5.46,6.93,8.02,9.1
9036395,12.81,19.07,23.22,28.46,32.34,36.2
3252623,16.02,24.99,30.92,38.42,43.98,49.5
23026720,28.64,44.2,54.51,67.53,77.19,86.78
18331516,33.69,48.45,58.22,70.57,79.73,88.82
3124238,17.4,80.6,122.44,175.31,214.54,253.47
6479445,78.09,126.04,157.79,197.91,227.67,257.21
2500377,89.31,179.87,239.83,315.58,371.78,427.57
15431680,178.61,315.23,405.69,519.98,604.77,688.93
8350531,394.31,774.69,1026.54,1344.75,1580.81,1815.13
23163005,848.37,1161.74,1369.23,1631.39,1825.87,2018.92
3121538,1135.09,2107.38,2751.12,3564.49,4167.89,4766.84
6009568,27.74,47.18,60.05,76.31,88.37,100.34
22527369,21.98,57.04,80.25,109.59,131.35,152.94
16658559,24.63,61.79,86.39,117.48,140.54,163.44
11985625,159.34,244.07,300.16,371.04,423.62,475.81
7842827,297.43,720.15,1000.04,1353.67,1616.02,1876.43
23875839,467.75,898.81,1184.21,1544.81,1812.32,2077.86
707434,669.07,1305.63,1727.08,2259.59,2654.64,3046.77
5106782,884.12,1892.82,2560.67,3404.5,4030.51,4651.88
11981363,38.07,63.04,79.57,100.46,115.95,131.33
17321395,24.09,72.74,104.95,145.64,175.83,205.8
3716762,54.31,77.66,93.12,112.65,127.14,141.52
948060250,35.66,78.33,106.58,142.28,168.76,195.05
5308854,80.67,123.7,152.19,188.2,214.9,241.41
4188017,89.52,182.26,243.67,321.25,378.81,435.94
1530529,88.87,184.01,247.0,326.59,385.63,444.24
11239465,345.38,671.55,887.5,1160.36,1362.78,1563.71
9179884,1409.43,2578.91,3353.2,4331.53,5057.31,5777.73
25189323,3782.35,6439.73,8199.14,10422.16,12071.33,13708.32
7731877,1.59,1.74,1.84,1.97,2.07,2.16
10163710,10.07,18.49,24.07,31.12,36.35,41.53
4265440,9.6,21.73,29.77,39.92,47.45,54.93
15645044,12.64,23.59,30.84,40.0,46.79,53.54
9865758,32.6,52.56,65.78,82.48,94.87,107.17
16667949,25.19,71.84,102.72,141.74,170.68,199.42
12754153,40.8,87.23,117.98,156.82,185.64,214.24
1814741,32.23,100.69,146.02,203.28,245.77,287.94
8151091,67.13,127.61,167.65,218.25,255.78,293.04
14624658,261.87,505.65,667.05,870.98,1022.27,1172.44
6877193,410.33,595.54,718.16,873.1,988.03,1102.12
17013783,17.49,25.62,30.99,37.79,42.83,47.83
23630312,32.91,44.72,52.54,62.43,69.76,77.04
5050353,49.37,79.77,99.9,125.33,144.2,162.93
1231703,73.69,100.55,118.34,140.81,157.48,174.03
15372674,48.78,103.69,140.05,185.98,220.06,253.88
23002030,88.89,123.34,146.15,174.97,196.35,217.58
4187713,87.29,147.03,186.58,236.55,273.62,310.42
4684242,173.01,289.27,366.25,463.5,535.66,607.27
4391417,4721.3,7524.4,9380.3,11725.24,13464.84,15191.61
14434345,0.2,0.63,0.91,1.27,1.54,1.81
18377654,4.7,7.59,9.49,11.9,13.69,15.47
4894095,10.34,20.36,26.99,35.36,41.58,47.75
3378723,11.48,27.49,38.09,51.48,61.42,71.28
23894452,41.26,65.74,81.95,102.43,117.62,132.7
6115840,57.88,88.0,107.95,133.15,151.84,170.4
2806353,55.72,117.88,159.03,211.03,249.61,287.9
20624162,28.24,148.09,227.44,327.7,402.08,475.91
2048069,105.87,175.3,221.26,279.34,322.43,365.19
22471721,99.71,241.48,335.35,453.94,541.92,629.26
4353002,216.99,303.7,361.11,433.64,487.45,540.86
732863,833.28,1471.16,1893.5,2427.12,2822.99,3215.94
1239621,1.56,2.34,2.86,3.52,4.01,4.49
21215289,0.58,5.3,8.42,12.37,15.29,18.2
10991435,73.16,143.07,189.36,247.84,291.22,334.29
6477993,98.67,166.54,211.47,268.24,310.36,352.17
5293833,92.19,176.26,231.92,302.25,354.43,406.21
8287608,131.62,189.54,227.88,276.33,312.27,347.95
10989245,179.89,328.3,426.56,550.7,642.8,734.22
22515762,178.5,487.45,692.01,950.47,1142.21,1332.53
3175612,551.65,764.27,905.05,1082.92,1214.87,1345.85
18681950,793.75,1192.59,1456.66,1790.31,2037.84,2283.53
1264655,1221.05,2076.29,2642.54,3358.0,3888.76,4415.61
18540822,4041.91,5996.94,7291.33,8926.81,10140.1,11344.43
10330245,2.72,10.37,15.43,21.82,26.56,31.27
369995,7.57,13.25,17.02,21.77,25.3,28.8
188107,10.94,18.02,22.71,28.63,33.03,37.39
5867409,73.89,111.6,136.56,168.1,191.5,214.72
14771658,76.77,120.35,149.2,185.65,212.69,239.53
3646124,169.49,312.97,407.97,528.01,617.05,705.44
9731248,21.91,36.89,46.81,59.35,68.65,77.88
9202911,30.23,52.48,67.2,85.81,99.61,113.32
2588067,48.82,103.79,140.19,186.18,220.3,254.17
23988192,92.42,147.78,184.43,230.74,265.09,299.19
2240423,98.02,202.54,271.74,359.18,424.04,488.42
23065319,174.89,256.55,310.61,378.93,429.6,479.91
8778363,175.88,297.47,377.97,479.68,555.14,630.04
18017020,352.96,620.37,797.42,1021.12,1187.08,1351.8
15383167,1098.3,1534.71,1823.64,2188.72,2459.55,2728.39
11120543,19.89,38.13,50.21,65.47,76.79,88.02
18588844,27.57,45.09,56.69,71.34,82.21,93.0
4185837,60.76,99.06,124.42,156.46,180.23,203.82
21654166,66.53,131.15,173.94,227.99,268.09,307.9
10312666,106.59,206.53,272.7,356.31,418.33,479.9
1274838,57.71,209.03,309.22,435.81,529.72,622.94
946050152,117.32,237.2,316.57,416.86,491.26,565.11
14883269,96.38,242.69,339.56,461.95,552.74,642.87
4989635,241.47,483.2,643.25,845.48,995.5,1144.41
2048241,337.36,506.06,617.74,758.86,863.55,967.47
4352178,558.83,795.85,952.78,1151.05,1298.15,1444.15
947050151,0.3,0.76,1.07,1.45,1.74,2.02
24534862,2.85,3.99,4.74,5.69,6.39,7.09
10783380,10.01,36.04,53.28,75.07,91.22,107.26
3197078,36.77,50.68,59.89,71.52,80.16,88.72
23681319,28.89,55.39,72.93,95.09,111.53,127.85
3320218,37.17,57.48,70.93,87.92,100.53,113.04
5039952,192.94,306.32,381.38,476.23,546.59,616.43
1374334,496.45,635.36,727.32,843.52,929.73,1015.29
6396033,533.73,895.99,1135.84,1438.88,1663.7,1886.85
4900159,3.36,6.32,8.27,10.74,12.57,14.39
4650944,6.32,11.3,14.61,18.78,21.87,24.94
6865539,7.73,17.99,24.78,33.36,39.72,46.04
17015217,16.57,25.66,31.68,39.29,44.93,50.53
9747398,16.94,29.75,38.23,48.94,56.89,64.78
4481607,27.33,44.13,55.26,69.31,79.74,90.09
9860631,28.52,46.37,58.19,73.12,84.2,95.2
11760272,36.5,86.95,120.36,162.57,193.89,224.97
11547654,61.61,199.33,290.5,405.71,491.17,576.01
15221924,109.37,206.37,270.59,351.73,411.93,471.69
19440277,122.01,253.27,340.17,449.98,531.43,612.29
8244344,178.32,312.0,400.51,512.34,595.3,677.65
24356639,805.64,1011.28,1147.43,1319.46,1447.08,1573.76
7667476,629.55,1114.72,1435.95,1841.82,2142.92,2441.79
18121032,2516.41,3735.3,4542.3,5561.96,6318.4,7069.25
17835114,1.34,2.87,3.88,5.15,6.1,7.04
19334577,69.5,92.06,107.0,125.88,139.89,153.79
9645887,112.77,268.61,371.79,502.15,598.87,694.87
4265860,176.55,275.28,340.65,423.25,484.52,545.35
4231932,190.37,306.56,383.48,480.67,552.77,624.34
4199356,2073.28,3415.59,4304.32,5427.24,6260.28,7087.17
20112458,10.73,29.99,42.74,58.85,70.8,82.66
9030507,36.73,60.51,76.25,96.15,110.91,125.56
6111421,49.46,94.06,123.59,160.89,188.57,216.04
21159337,40.06,118.69,170.76,236.54,285.34,333.78
8853165,51.77,124.98,173.45,234.69,280.13,325.22
23809116,90.58,126.65,150.53,180.71,203.1,225.32
4781731,74.92,162.99,221.31,294.98,349.64,403.89
15748338,225.91,412.98,536.83,693.33,809.42,924.66
17543597,290.39,555.11,730.37,951.82,1116.11,1279.18
23970363,470.01,677.65,815.12,988.82,1117.67,1245.58
24356263,14.34,22.16,27.33,33.88,38.73,43.54
17806548,10.79,24.47,33.53,44.98,53.47,61.9
5334799,35.31,72.46,97.06,128.14,151.2,174.08
6457483,56.35,114.89,153.66,202.63,238.97,275.03
8778383,121.82,224.7,292.82,378.88,442.73,506.11
17572335,79.4,235.67,339.12,469.85,566.82,663.08
2165301,166.48,305.46,397.47,513.72,599.97,685.58
2743198,273.93,509.46,665.39,862.42,1008.58,1153.67
1827714,888.29,1462.49,1842.66,2323.01,2679.36,3033.08
8935766,4.82,15.86,23.17,32.41,39.26,46.07
23887140,17.35,25.17,30.34,36.88,41.73,46.55
10275828,17.67,30.25,38.58,49.1,56.91,64.66
7607233,23.9,40.78,51.95,66.08,76.55,86.95
10997263,16.34,45.2,64.31,88.45,106.36,124.13
17015233,121.13,169.81,202.05,242.77,272.99,302.98
6478057,116.77,187.36,234.1,293.16,336.97,380.45
3775599,129.93,200.23,246.77,305.58,349.21,392.51
19487012,131.04,205.93,255.51,318.15,364.62,410.75
12900872,125.25,211.0,267.78,339.51,392.73,445.55
6761776,106.9,227.14,306.76,407.34,481.97,556.04
4690113,140.65,234.97,297.41,376.32,434.85,492.95
4699877,133.54,256.04,337.15,439.63,515.66,591.12
13412928,114.95,256.96,350.98,469.78,557.91,645.39
21655568,219.56,377.14,481.48,613.3,711.09,808.17
5757354,136.29,446.75,652.3,912.02,1104.7,1295.95
24451635,663.32,918.09,1086.77,1299.9,1458.01,1614.95
4365188,12.67,20.14,25.09,31.34,35.98,40.58
14415263,11.73,26.86,36.88,49.53,58.92,68.24
10817986,17.53,30.23,38.64,49.27,57.15,64.98
5213097,157.72,250.22,311.46,388.84,446.25,503.23
15644820,237.21,365.27,450.05,557.18,636.65,715.54
4894903,8.64,17.99,24.18,32.01,37.81,43.57
23752608,56.86,86.87,106.74,131.84,150.46,168.94
22458799,38.6,242.1,376.84,547.07,673.37,798.73
10263816,155.99,242.18,299.23,371.33,424.81,477.9
8931902,165.0,377.09,517.52,694.95,826.57,957.22
15143238,0.14,0.22,0.27,0.33,0.38,0.43
6177058,6.96,13.14,17.23,22.4,26.24,30.04
23956534,17.83,27.23,33.46,41.32,47.16,52.95
3175474,20.66,34.86,44.27,56.15,64.97,73.72
10365534,52.57,100.38,132.03,172.03,201.7,231.15
5893280,60.83,125.09,167.63,221.39,261.27,300.85
16907115,123.03,241.42,319.81,418.85,492.33,565.26
17254208,72.75,252.08,370.82,520.84,632.13,742.6
5761759,66.74,312.43,475.1,680.63,833.1,984.45
3122690,1115.04,2062.48,2689.77,3482.35,4070.33,4653.97
947110178,0.61,0.88,1.05,1.28,1.44,1.61
11473702,0.43,2.84,4.44,6.45,7.95,9.44
2588233,30.5,74.62,103.84,140.75,168.13,195.31
3768536,51.19,76.35,93.0,114.05,129.66,145.16
16802169,23.53,95.13,142.53,202.42,246.86,290.96
1260357,70.54,108.59,133.79,165.63,189.24,212.68
6667943,65.2,120.92,157.81,204.43,239.01,273.33
20081438,83.37,190.91,262.11,352.08,418.82,485.07
4024569,81.07,227.74,324.86,447.56,538.59,628.95
2161822,67.73,238.85,352.15,495.31,601.51,706.92
6341180,172.99,297.26,379.54,483.5,560.63,637.18
4973491,275.71,408.81,496.94,608.29,690.89,772.89
21086452,1.23,2.65,3.59,4.78,5.66,6.54
23238500,1.33,3.48,4.9,6.7,8.03,9.35
3539121,20.81,60.84,87.35,120.84,145.69,170.35
9731286,38.99,62.99,78.89,98.97,113.86,128.65
17599295,142.11,356.28,498.07,677.23,810.15,942.08
1403494,265.17,382.03,459.4,557.16,629.69,701.68
22937978,423.64,647.61,795.9,983.26,1122.25,1260.22
367999,23.49,40.95,52.5,67.1,77.93,88.69
16665419,27.78,55.18,73.32,96.25,113.25,130.13
5966530,31.52,63.3,84.34,110.92,130.64,150.22
23735991,50.8,68.04,79.46,93.88,104.58,115.2
23478959,43.49,74.17,94.49,120.16,139.21,158.11
10023916,40.63,82.53,110.27,145.33,171.33,197.14
20779302,57.05,135.48,187.41,253.02,301.69,350.0
17040503,168.52,251.45,306.35,375.73,427.19,478.27
22203349,130.18,260.64,347.02,456.16,537.13,617.5
17539323,209.27,403.49,532.08,694.55,815.08,934.72
23123539,275.36,411.14,501.03,614.61,698.87,782.51
2600169,231.93,428.33,558.37,722.67,844.55,965.54
4440518,590.02,1167.28,1549.47,2032.37,2390.62,2746.22
21353317,0.85,2.33,3.31,4.55,5.47,6.39
1312847,28.46,41.87,50.76,61.98,70.31,78.57
4390711,27.97,46.15,58.18,73.39,84.67,95.87
9202709,25.25,49.53,65.6,85.91,100.98,115.93
7709954,47.48,116.35,161.96,219.58,262.32,304.75
24320124,156.81,225.21,270.49,327.71,370.15,412.28
20351605,89.97,226.79,317.38,431.84,516.75,601.04
948020363,133.66,262.91,348.49,456.62,536.84,616.46
2210130,233.8,549.45,758.44,1022.49,1218.39,1412.83
7650991,409.92,1035.74,1450.09,1973.62,2362.01,2747.52
18683048,1582.0,2327.84,2821.64,3445.57,3908.44,4367.88
904130059,0.0,0.0,0.0,0.0,0.0,0.0
6263222,6.86,15.91,21.9,29.46,35.08,40.65
10163710,10.07,18.49,24.07,31.12,36.35,41.53
12997122,18.09,43.15,59.74,80.7,96.25,111.69
22893139,61.31,96.11,119.15,148.25,169.85,191.28
18276331,116.19,194.94,247.08,312.96,361.83,410.34
8331928,28.66,206.95,325.0,474.15,584.8,694.64
20972352,178.63,426.01,589.8,796.74,950.27,1102.66
7374093,304.61,519.34,661.51,841.14,974.4,1106.68
